RANK_ID;PLAYER;TEAM;AGE;GP;W;L;MIN;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS
141;Cason Wallace;OKC;21;25;20;5;26.7;114.7;103.5;11.1;10.4;3.44;22.6;4.5;8.1;6.3;6.6;49.1;50.0;11.8;101.16;6.9;1397
142;D'Angelo Russell;LAL;28;25;13;12;26.7;113.7;111.2;2.5;25.6;2.63;26.5;1.1;8.8;5.1;10.1;50.2;53.5;21.1;100.88;9.0;1409
143;Deni Avdija;POR;23;26;8;18;26.6;107.6;117.5;-9.9;17.4;1.50;19.4;4.4;16.6;10.4;12.9;50.8;56.4;20.0;100.37;10.6;1445
144;Taurean Prince;MIL;30;25;14;11;26.5;112.6;114.6;-2.0;8.9;1.57;19.8;2.5;12.8;7.8;12.6;64.2;65.5;11.7;100.89;7.0;1390
145;Santi Aldama;MEM;23;27;18;9;26.5;115.1;106.7;8.4;14.9;2.38;20.0;5.7;19.1;12.6;8.4;59.5;61.2;17.6;106.28;14.0;1592
146;Chet Holmgren;OKC;22;10;8;2;26.5;113.4;96.8;16.6;10.4;0.87;11.5;5.7;21.8;14.4;13.2;56.8;61.9;24.2;106.06;15.2;582
147;Jordan Clarkson;UTA;32;14;3;11;26.3;104.0;117.1;-13.1;26.7;1.86;18.6;2.6;10.7;6.7;10.0;47.6;52.2;26.5;100.43;10.8;770
148;Kristaps Porzi??is;BOS;29;7;5;2;26.3;117.7;108.5;9.2;10.7;2.17;10.0;5.1;20.0;12.0;4.6;55.6;59.6;25.2;105.41;13.8;407
149;Royce O'Neale;PHX;31;25;14;11;26.2;113.2;111.6;1.6;12.5;2.25;17.8;4.4;17.5;11.0;7.9;60.9;61.9;16.2;100.84;10.5;1374
150;Kyshawn George;WAS;21;19;2;17;26.2;106.4;117.5;-11.1;13.8;2.63;21.7;2.4;12.3;7.3;8.3;41.6;44.6;14.7;103.66;4.6;1076
151;Cody Martin;CHA;29;25;7;18;26.1;107.0;108.0;-1.0;13.0;2.19;20.1;3.7;12.8;8.2;9.2;51.6;53.3;14.2;100.11;9.1;1356
152;Wendell Carter Jr.;ORL;25;15;8;7;26.0;114.0;102.6;11.3;12.0;2.62;23.9;7.2;23.2;15.0;9.2;52.0;58.2;11.9;97.91;10.3;794
153;Gary Trent Jr.;MIL;25;23;14;9;25.8;115.2;115.2;-0.1;5.0;1.83;10.2;0.5;6.7;3.7;5.6;53.5;56.3;14.3;99.67;4.7;1227
154;Mike Conley;MIN;37;21;14;7;25.8;112.1;104.4;7.7;26.1;3.30;32.7;2.3;9.7;6.1;9.9;47.5;52.1;16.3;98.61;9.3;1113
155;Jared McCain;PHI;20;23;7;16;25.7;109.3;111.4;-2.1;17.1;1.62;15.2;2.2;7.6;4.8;9.3;55.3;58.9;24.3;98.18;10.6;1210
156;Yves Missi;NOP;20;26;5;21;25.7;105.5;119.7;-14.2;7.1;1.14;12.0;13.9;17.8;15.8;10.5;54.9;58.0;14.5;99.50;10.0;1386
157;Justin Champagnie;WAS;23;7;1;6;25.7;111.5;115.5;-4.0;6.5;1.80;12.0;8.1;14.4;11.1;6.7;60.3;60.5;14.3;104.78;10.0;392
158;Nick Richards;CHA;27;10;3;7;25.6;112.7;118.1;-5.4;9.5;0.94;13.8;10.6;26.0;18.3;14.7;58.1;63.8;16.1;99.10;12.4;529
159;Andrew Nembhard;IND;24;13;7;6;25.6;111.2;106.5;4.7;25.1;2.70;32.8;1.0;8.3;4.9;12.2;48.4;53.9;16.7;102.03;8.3;708
160;Kevin Huerter;SAC;26;23;12;11;25.6;110.4;110.9;-0.5;11.1;2.14;16.8;1.6;11.6;6.7;7.9;53.5;54.4;16.7;101.17;7.5;1243
161;Jose Alvarado;NOP;26;11;3;8;25.6;107.4;121.0;-13.5;26.8;3.50;28.7;2.0;6.8;4.3;8.2;51.5;54.4;18.2;98.52;8.5;579
162;Scoot Henderson;POR;20;19;6;13;25.6;106.0;118.8;-12.8;29.1;1.78;26.7;2.2;8.2;5.0;15.0;44.6;49.5;21.7;101.45;7.0;1030
163;Nic Claxton;BKN;25;19;6;13;25.4;109.7;112.5;-2.8;14.1;1.79;19.9;7.9;23.2;15.6;11.1;63.0;61.7;15.8;96.99;12.6;970
164;Keldon Johnson;SAS;25;23;11;12;25.4;107.4;117.0;-9.6;10.1;2.06;11.5;4.2;16.5;10.2;5.6;50.2;54.2;20.3;101.11;10.1;1232
165;Jonathan Kuminga;GSW;22;23;14;9;25.2;110.3;107.2;3.2;12.4;1.32;10.6;4.5;11.7;8.1;8.0;49.8;51.7;26.9;101.45;9.5;1220
166;Miles McBride;NYK;24;21;12;9;25.2;119.8;110.0;9.8;14.5;2.76;22.1;2.4;7.4;5.0;8.0;57.3;59.7;16.7;98.67;8.2;1083
167;Jalen Wilson;BKN;24;24;9;15;25.2;113.4;115.9;-2.5;10.3;1.95;16.9;4.1;10.6;7.3;8.7;52.3;56.9;15.2;97.75;6.4;1229
168;Haywood Highsmith;MIA;28;21;12;9;25.1;111.8;109.3;2.5;6.1;1.64;14.2;3.0;8.7;5.8;8.6;59.3;60.5;11.1;98.63;6.0;1086
169;Bogdan Bogdanovi?;ATL;32;12;8;4;25.1;106.5;107.6;-1.0;11.3;1.26;14.3;2.3;10.1;6.0;11.3;52.5;55.7;18.6;106.46;7.1;672
170;Derrick Jones Jr.;LAC;27;25;14;11;25.0;110.8;110.4;0.3;5.4;0.85;9.0;4.9;9.1;7.0;10.5;57.7;60.4;16.1;98.49;7.5;1281
171;Peyton Watson;DEN;22;23;13;10;24.9;113.2;113.6;-0.5;6.3;1.56;12.6;4.0;9.1;6.7;8.1;55.8;59.5;14.2;102.44;6.7;1223
172;Taylor Hendricks;UTA;21;3;0;3;24.8;95.7;109.2;-13.5;4.0;1.00;8.3;5.4;11.5;8.3;8.3;30.6;35.4;11.3;105.00;3.6;163
173;Naz Reid;MIN;25;25;14;11;24.8;110.3;104.0;6.4;10.0;1.33;12.0;2.5;18.2;10.3;9.0;53.9;57.5;19.9;100.56;11.3;1295
174;Russell Westbrook;DEN;36;23;13;10;24.8;107.3;114.2;-6.9;35.5;2.54;31.3;3.0;11.7;7.5;12.3;45.5;49.2;22.4;105.63;9.7;1253
175;Donte DiVincenzo;MIN;27;25;14;11;24.7;107.4;105.2;2.2;20.2;2.10;25.4;1.2;10.4;5.9;12.1;47.8;49.0;17.2;100.54;7.6;1296
176;Devin Vassell;SAS;24;11;5;6;24.7;105.2;122.6;-17.5;19.5;1.58;15.2;1.7;6.3;4.0;9.6;56.5;59.1;25.4;102.68;9.9;582
177;Caris LeVert;CLE;30;20;18;2;24.6;122.7;105.4;17.3;21.9;3.11;28.5;2.4;9.1;6.0;9.2;63.0;65.1;18.2;102.44;11.2;1055
178;Jusuf Nurki?;PHX;30;18;11;7;24.6;109.7;112.9;-3.2;7.2;0.52;10.5;7.8;32.1;20.0;20.1;50.0;54.2;18.8;100.83;9.4;934
179;Jaylen Wells;MEM;21;27;18;9;24.6;113.4;108.2;5.2;9.0;1.35;13.4;3.5;8.9;6.2;9.9;55.3;58.2;17.7;104.98;7.6;1453
180;Tre Mann;CHA;23;13;6;7;24.5;107.0;114.4;-7.3;21.9;1.56;16.7;3.4;7.9;5.6;10.7;50.9;53.7;25.0;99.00;9.8;655
181;Brandin Podziemski;GSW;21;24;13;11;24.5;106.1;103.6;2.5;19.8;2.79;26.0;3.5;14.1;8.6;9.3;43.4;45.9;15.9;101.12;8.3;1241
182;Naji Marshall;DAL;26;21;12;9;24.3;116.9;110.5;6.4;13.7;1.61;17.9;4.8;8.8;6.9;11.1;59.6;62.9;18.9;101.85;10.3;1079
183;Amir Coffey;LAC;27;25;14;11;24.2;108.4;107.0;1.4;7.9;1.88;12.7;2.5;7.9;5.3;6.7;58.9;62.0;15.5;99.36;8.3;1246
184;Bobby Portis;MIL;29;24;13;11;24.1;111.6;114.5;-2.8;11.3;1.43;11.3;7.4;22.5;15.2;7.9;53.1;54.4;23.7;99.34;13.1;1197
185;Anthony Black;ORL;20;28;17;11;24.1;105.3;103.2;2.2;24.4;1.68;26.8;2.1;9.3;5.7;15.9;45.2;50.0;18.2;98.88;7.8;1390
186;Buddy Hield;GSW;31;25;14;11;24.0;107.3;102.0;5.3;9.3;1.09;9.8;2.1;10.4;6.2;9.0;59.3;61.0;21.4;101.55;11.1;1278
187;Guerschon Yabusele;PHI;28;23;7;16;24.0;109.8;112.9;-3.1;12.1;1.39;16.6;7.2;16.6;11.7;12.0;58.4;59.6;17.1;97.02;8.9;1121
188;Jalen Duren;DET;21;23;9;14;23.9;110.8;115.0;-4.3;14.2;1.20;21.5;13.0;23.6;18.4;17.9;68.0;67.5;15.2;99.19;11.3;1131
189;Grayson Allen;PHX;29;21;13;8;23.9;112.7;114.1;-1.4;11.6;1.74;15.6;2.4;9.8;6.1;8.9;55.5;59.5;18.1;100.65;8.1;1054
190;Dereck Lively II;DAL;20;21;15;6;23.8;114.4;103.8;10.6;14.3;1.96;24.2;12.2;17.9;15.1;12.3;68.8;68.7;13.2;100.75;12.3;1050
191;Nickeil Alexander-Walker;MIN;26;25;14;11;23.8;111.6;100.6;11.0;15.6;1.80;21.9;2.8;8.1;5.5;12.2;61.0;62.9;15.9;99.91;9.6;1236
192;Malcolm Brogdon;WAS;32;9;0;9;23.8;96.1;119.7;-23.6;19.2;1.64;16.1;3.8;14.2;8.7;9.8;53.3;59.0;23.1;102.70;11.3;459
193;Onyeka Okongwu;ATL;24;25;13;12;23.7;110.7;114.8;-4.0;8.8;1.67;12.1;9.8;16.7;13.2;7.2;56.7;60.8;16.8;106.31;10.9;1316
194;Zaccharie Risacher;ATL;19;27;14;13;23.7;107.8;112.0;-4.2;6.9;1.07;8.8;4.3;8.8;6.6;8.3;45.8;48.8;20.5;104.83;5.6;1395
195;Dalton Knecht;LAL;23;26;14;12;23.6;111.7;115.6;-3.9;6.9;1.81;10.5;2.9;12.7;8.0;5.8;58.2;59.4;17.3;99.48;8.5;1280
196;Goga Bitadze;ORL;25;23;16;7;23.5;112.4;104.6;7.9;12.3;1.33;19.0;12.8;22.5;17.5;14.3;63.2;66.2;15.1;94.98;14.0;1070
197;Ben Simmons;BKN;28;19;8;11;23.5;111.3;113.2;-1.9;39.0;2.67;49.4;4.3;22.2;13.0;18.5;59.7;59.6;12.5;98.36;11.2;913
198;Tristan da Silva;ORL;23;24;15;9;23.1;107.3;108.6;-1.3;9.1;2.06;15.3;4.1;11.9;7.7;7.4;50.0;51.8;14.8;98.09;6.9;1136
199;Clint Capela;ATL;30;27;14;13;23.0;109.2;108.3;0.9;7.7;1.75;12.1;14.1;23.0;18.4;6.9;57.6;58.0;15.9;105.78;12.8;1371
200;Javonte Green;NOP;31;25;5;20;23.0;101.3;117.2;-15.9;5.0;1.33;11.2;3.8;10.0;6.7;8.4;49.2;54.0;11.3;101.44;6.2;1212
201;Jake LaRavia;MEM;23;27;18;9;22.9;117.1;106.9;10.2;18.7;2.24;29.0;6.0;12.1;9.2;12.9;56.4;59.9;14.2;105.64;9.5;1369
202;Tari Eason;HOU;23;24;16;8;22.8;113.0;104.3;8.7;6.7;1.25;8.7;8.3;16.5;12.3;6.9;52.7;55.7;18.9;102.68;12.9;1164
203;Aaron Nesmith;IND;25;6;2;4;22.7;116.8;117.1;-0.3;5.7;1.20;11.3;3.5;14.0;9.4;9.4;61.1;65.9;15.4;99.90;6.9;280
204;Duncan Robinson;MIA;30;22;12;10;22.6;117.7;111.7;5.9;14.5;2.50;17.5;1.6;9.0;5.2;7.0;54.8;56.3;20.5;97.36;7.4;1014
205;Kris Dunn;LAC;30;26;14;12;22.5;109.2;100.7;8.5;15.2;2.44;25.6;3.2;12.8;8.1;10.5;51.9;52.0;13.9;99.59;7.8;1213
206;Immanuel Quickley;TOR;25;3;0;3;22.5;103.6;124.3;-20.7;33.3;3.00;19.4;1.3;7.5;4.1;6.5;45.2;50.0;29.8;99.48;10.4;140
207;Scotty Pippen Jr.;MEM;24;27;18;9;22.5;110.3;108.5;1.9;31.2;2.56;31.4;2.4;11.8;7.2;12.3;52.4;55.1;19.6;106.45;10.9;1345
208;Sam Hauser;BOS;27;21;16;5;22.4;123.4;110.8;12.5;6.3;2.75;12.2;3.6;11.5;7.5;4.4;59.3;59.6;14.4;97.93;8.3;963
209;Vasilije Mici?;CHA;30;14;2;12;22.0;102.4;108.4;-6.0;29.3;1.90;27.0;3.8;10.0;6.7;14.2;43.1;44.4;20.6;95.97;7.3;615
210;Isaiah Stewart;DET;23;26;10;16;22.0;106.4;109.9;-3.5;11.5;1.68;23.5;10.0;16.3;13.1;14.0;57.6;62.4;11.1;100.34;8.9;1196
211;Marcus Smart;MEM;30;17;10;7;21.9;113.9;106.1;7.8;22.0;1.97;26.3;3.4;6.4;4.9;13.3;46.4;51.2;19.2;109.95;7.9;855
212;Dean Wade;CLE;28;18;17;1;21.9;115.4;107.9;7.5;7.6;5.00;19.1;4.1;17.1;10.7;3.8;46.8;46.7;11.2;103.55;6.5;851
213;Kyle Lowry;PHI;38;16;5;11;21.9;99.2;113.0;-13.8;20.6;3.62;34.6;1.6;8.2;4.6;9.6;50.7;55.1;10.9;98.56;6.9;720
214;Ziaire Williams;BKN;23;21;9;12;21.8;111.4;116.8;-5.5;8.1;1.26;10.8;4.8;17.0;10.6;8.6;45.9;50.7;18.9;97.54;7.0;925
215;Spencer Dinwiddie;DAL;31;24;16;8;21.4;112.8;108.7;4.1;19.1;3.70;28.7;0.8;7.2;4.1;7.8;51.1;57.9;14.7;103.40;7.9;1105
216;Isaiah Joe;OKC;25;23;19;4;21.4;116.6;100.3;16.3;9.9;3.45;16.8;2.3;9.5;5.9;4.9;56.1;57.1;15.9;102.80;8.1;1054
217;Khris Middleton;MIL;33;4;3;1;21.3;119.0;109.2;9.8;35.4;3.83;37.7;0.0;12.2;6.6;9.8;31.5;43.4;18.5;103.89;8.4;184
218;Jaime Jaquez Jr.;MIA;23;19;12;7;21.2;105.9;112.1;-6.2;16.5;1.50;17.9;6.5;15.8;11.2;12.0;45.5;49.6;20.4;99.10;9.1;832
219;AJ Green;MIL;25;24;14;10;21.1;115.0;108.8;6.2;6.3;1.35;12.8;0.9;8.5;5.0;9.5;69.5;70.0;13.7;98.97;6.5;1045
220;Isaac Okoro;CLE;23;22;20;2;21.1;123.0;113.2;9.7;9.8;4.33;24.7;4.6;6.5;5.6;5.7;61.8;63.0;10.9;101.91;5.8;979
221;Terance Mann;LAC;28;23;14;9;21.0;109.7;113.7;-4.0;11.7;3.08;20.8;4.8;10.1;7.4;6.8;50.0;52.0;13.2;99.43;6.2;999
222;Julian Strawther;DEN;22;23;13;10;21.0;104.7;116.1;-11.4;10.2;1.50;14.4;1.4;8.1;4.8;9.6;56.5;60.4;16.5;105.83;6.4;1068
223;Jaylen Nowell;NOP;25;8;1;7;21.0;100.9;114.0;-13.1;17.6;2.25;17.3;3.2;8.6;5.8;7.7;41.1;43.0;21.5;96.24;6.0;338
224;Ben Sheppard;IND;23;13;6;7;20.9;111.3;117.4;-6.1;7.9;3.40;19.3;1.8;8.3;5.2;5.7;56.8;56.8;11.0;101.18;4.1;575
225;Daniel Gafford;DAL;26;25;16;9;20.7;116.7;114.2;2.5;8.7;1.24;11.8;13.5;16.2;14.9;9.5;73.7;74.2;18.0;105.11;13.8;1133
226;Georges Niang;CLE;31;26;22;4;20.6;119.0;106.4;12.6;7.8;1.28;13.1;3.2;14.3;9.1;10.2;58.3;59.2;16.8;101.22;7.5;1138
227;Obi Toppin;IND;26;26;11;15;20.6;111.7;118.1;-6.4;12.4;2.67;17.3;3.5;15.6;9.6;6.5;63.3;65.6;17.5;105.63;11.9;1178
228;Elfrid Payton;NOP;30;7;0;7;20.5;105.9;109.5;-3.6;45.3;2.40;41.7;3.2;10.8;7.2;17.4;50.0;50.1;19.4;101.83;11.5;305
229;Keon Ellis;SAC;24;24;12;12;20.5;117.9;108.1;9.8;7.1;1.35;16.7;3.8;6.5;5.1;12.3;61.9;65.0;11.8;98.20;6.4;995
230;DaQuan Jeffries;CHA;27;3;1;2;20.4;110.5;118.3;-7.8;7.9;1.50;11.5;4.9;14.3;9.4;7.7;80.0;79.0;16.8;97.93;12.4;124
231;Zach Edey;MEM;22;15;8;7;20.4;115.2;105.7;9.5;5.5;0.52;7.4;15.9;16.4;16.2;14.2;64.6;66.0;18.9;104.69;12.9;665
232;Max Christie;LAL;21;25;13;12;20.3;106.4;114.7;-8.3;8.9;1.60;16.9;3.5;7.7;5.6;10.6;49.1;56.6;13.1;100.16;6.0;1059
233;Quentin Grimes;DAL;24;24;16;8;20.3;118.7;108.2;10.5;9.1;1.17;14.7;2.9;12.6;8.1;12.6;59.5;61.6;16.7;103.27;8.4;1043
234;Jeremiah Robinson-Earl;NOP;24;25;5;20;20.3;103.5;115.9;-12.3;9.0;1.36;13.8;9.2;14.5;11.7;10.1;50.7;54.1;15.1;99.24;8.7;1045
235;Micah Potter;UTA;26;5;1;4;20.2;116.6;106.4;10.2;6.2;1.00;17.2;10.0;21.1;15.8;17.2;52.6;52.6;10.0;97.28;7.5;205
236;De'Anthony Melton;BKN;26;6;4;2;20.2;108.3;97.4;10.9;20.5;1.70;20.0;4.6;10.4;7.5;11.8;52.8;53.9;22.3;105.54;9.1;265
237;Andre Drummond;PHI;31;20;6;14;20.2;101.8;114.6;-12.7;4.0;0.30;5.4;13.7;28.9;20.5;17.7;52.1;54.1;18.1;98.69;11.2;827
238;Sam Merrill;CLE;28;22;18;4;20.0;114.3;105.2;9.1;11.3;3.80;20.0;1.7;7.5;4.6;5.3;54.0;55.9;14.5;102.59;6.0;945
239;Alex Caruso;OKC;30;17;14;3;20.0;106.6;96.1;10.5;15.7;3.00;25.7;2.6;10.3;6.4;8.6;45.4;46.5;13.4;103.69;7.9;732
240;T.J. McConnell;IND;32;26;12;14;20.0;111.4;115.8;-4.5;30.6;2.60;27.3;3.4;9.7;6.7;10.5;57.8;59.1;23.3;104.50;13.6;1135
241;Aaron Wiggins;OKC;25;25;20;5;19.9;116.0;102.6;13.4;10.0;1.76;14.3;4.6;11.0;7.9;8.1;54.1;55.4;18.5;100.66;9.8;1043
242;Cam Reddish;LAL;25;19;8;11;19.8;110.8;115.6;-4.8;5.1;1.50;17.6;2.5;7.8;5.3;11.8;57.7;60.5;8.0;101.60;4.4;800
243;Jonas Valan?i?nas;WAS;32;24;3;21;19.7;105.6;123.5;-17.9;18.2;1.18;15.7;11.6;26.6;19.1;13.3;56.3;61.8;23.8;104.18;15.3;1027
244;Kevin Porter Jr.;LAC;24;23;12;11;19.7;102.5;106.0;-3.5;25.2;1.33;19.3;3.0;13.4;8.3;14.4;45.1;47.0;26.7;100.21;9.2;945
245;Luke Kennard;MEM;28;15;10;5;19.7;121.5;108.0;13.5;16.8;4.00;31.7;2.3;9.6;6.0;7.9;58.2;61.0;12.5;107.28;8.9;659
246;Trey Lyles;SAC;29;18;8;10;19.6;115.0;112.4;2.6;6.4;1.70;13.6;4.4;15.4;10.1;8.0;48.4;50.4;13.3;98.81;6.6;720
247;Moussa Diabate;CHA;22;23;6;17;19.5;107.1;103.0;4.1;5.0;0.73;15.2;15.5;21.2;18.1;21.0;56.7;54.8;8.1;96.63;9.6;898
248;Moritz Wagner;ORL;27;28;17;11;19.4;106.6;105.9;0.7;13.2;0.85;10.7;7.0;20.7;13.5;12.6;61.8;65.1;25.4;99.97;17.1;1129
249;KJ Martin;PHI;23;20;6;14;19.1;112.5;112.1;0.4;6.5;2.43;14.2;4.6;10.1;7.2;5.8;69.3;72.6;11.2;98.20;8.5;787
250;Tidjane Salaün;CHA;19;21;5;16;19.0;97.8;109.5;-11.7;7.9;1.18;13.0;4.1;18.2;10.4;11.0;43.1;46.2;13.8;98.47;6.7;819
251;Gabe Vincent;LAL;28;26;14;12;19.0;108.4;110.9;-2.4;6.1;1.47;14.3;1.5;4.6;3.0;9.7;42.9;43.3;11.2;100.66;1.5;1035
252;Ja'Kobe Walter;TOR;20;12;4;8;18.9;111.8;108.3;3.5;10.3;1.50;14.2;4.7;10.5;7.7;9.4;41.3;43.8;19.6;103.61;4.9;483
253;Josh Richardson;MIA;31;8;4;4;18.7;104.1;114.7;-10.6;11.7;1.50;20.0;3.8;4.8;4.2;13.3;36.8;40.2;13.4;100.82;1.5;315
254;Cody Williams;UTA;20;16;4;12;18.7;97.2;119.1;-22.0;9.4;1.73;18.6;2.4;9.0;5.7;10.8;32.1;34.3;11.4;101.99;2.1;638
255;Nikola Jovi?;MIA;21;15;8;7;18.6;109.8;109.2;0.6;10.7;2.38;14.5;2.7;17.8;9.8;6.1;55.4;58.7;17.0;99.68;11.0;581
256;Robert Williams III;POR;27;8;2;6;18.5;104.4;113.8;-9.4;12.6;1.38;16.7;10.7;18.1;14.6;12.1;75.0;78.6;14.9;103.17;17.6;317
257;Brandon Clarke;MEM;28;26;18;8;18.5;115.4;101.9;13.5;7.0;2.00;13.4;8.2;16.1;12.3;6.7;61.4;61.8;13.9;106.17;10.9;1053
258;Precious Achiuwa;NYK;25;5;3;2;18.5;110.0;100.0;10.0;9.1;1.50;18.2;8.5;21.5;15.9;12.1;42.1;44.9;12.7;99.32;9.5;190
259;Jarace Walker;IND;21;27;12;15;18.2;106.2;113.8;-7.6;11.1;1.08;18.8;2.4;19.2;10.3;17.4;52.8;54.4;14.9;103.96;7.1;1064
260;Kyle Filipowski;UTA;21;16;3;13;18.2;104.8;120.4;-15.6;16.6;1.94;21.8;5.3;20.5;12.6;11.3;58.0;58.9;16.2;99.92;9.4;608
261;Nicolas Batum;LAC;36;26;14;12;18.1;108.6;101.6;7.0;10.5;3.45;27.5;3.8;9.8;6.9;8.0;52.4;53.7;8.9;100.93;5.9;990
262;Garrison Mathews;ATL;28;19;8;11;18.1;105.3;115.0;-9.7;11.5;2.70;18.2;0.8;5.1;2.9;6.8;62.1;66.1;14.1;104.33;7.2;748
263;Ty Jerome;CLE;27;25;21;4;18.0;117.8;112.5;5.3;26.0;2.80;26.8;3.2;7.8;5.6;9.6;63.8;67.7;21.4;102.06;13.6;960
264;Andre Jackson Jr.;MIL;23;24;14;10;18.0;113.8;107.3;6.5;10.0;1.06;22.2;4.8;12.3;8.7;20.9;50.6;50.9;12.0;100.79;3.4;906
265;Simone Fontecchio;DET;29;24;9;15;18.0;105.9;109.9;-4.0;7.0;1.24;11.9;2.7;13.8;8.1;9.7;51.2;55.0;14.8;101.40;6.6;917
266;Lindy Waters III;GSW;27;21;11;10;18.0;113.8;108.0;5.8;10.2;3.63;18.6;2.5;11.3;6.7;5.1;52.1;52.9;13.7;101.48;6.4;797
267;Chris Boucher;TOR;31;23;7;16;17.9;109.4;114.5;-5.1;5.3;0.88;5.9;6.7;17.0;11.7;6.8;51.9;55.7;21.9;98.86;11.8;850
268;Cam Christie;LAC;19;1;0;1;17.8;100.0;79.5;20.5;0.0;0.00;0.0;5.6;8.7;7.3;12.5;35.7;35.7;17.8;105.27;7.5;39
269;Neemias Queta;BOS;25;22;18;4;17.5;118.9;108.6;10.3;6.2;1.00;13.1;9.7;17.6;13.7;13.1;63.1;65.6;12.6;97.39;9.3;783
270;Mason Plumlee;PHX;34;24;14;10;17.5;115.9;115.3;0.6;12.1;1.77;25.8;9.6;26.0;18.1;14.6;55.7;57.1;11.4;98.71;8.8;873
271;Tre Jones;SAS;24;8;5;3;17.5;108.2;105.6;2.6;26.3;5.20;38.8;3.2;9.5;6.2;7.5;38.3;45.6;12.0;103.89;7.2;304
272;Ryan Dunn;PHX;21;21;13;8;17.5;110.4;114.4;-4.0;6.1;1.25;9.9;3.3;10.5;6.9;7.9;52.9;52.7;15.4;100.62;4.6;772
273;Jaxson Hayes;LAL;24;11;6;5;17.4;111.2;115.3;-4.1;6.6;1.13;14.1;10.8;14.6;12.7;12.5;72.2;75.9;11.9;102.10;9.5;410
274;Dru Smith;MIA;26;10;7;3;17.4;107.5;97.5;10.0;13.3;1.60;22.5;5.5;11.4;8.4;14.1;59.5;60.5;13.2;99.67;8.9;361
275;Luke Kornet;BOS;29;20;15;5;17.3;118.9;106.7;12.2;12.1;3.56;28.6;10.7;15.3;13.0;8.0;64.3;69.8;9.5;99.99;11.1;725
276;Keon Johnson;BKN;22;23;10;13;17.2;102.6;114.4;-11.9;10.1;1.14;13.0;3.2;13.9;8.3;11.4;45.4;46.8;18.4;99.76;4.5;821
277;Cameron Payne;NYK;30;20;14;6;17.1;120.3;112.3;8.0;23.2;6.10;29.9;1.8;8.5;5.2;4.9;55.8;57.2;17.5;100.05;8.8;713
278;Isaiah Collier;UTA;20;17;4;13;17.1;105.8;118.3;-12.5;26.3;1.41;31.4;0.3;9.7;5.0;22.3;34.7;36.3;16.9;101.80;2.6;621
279;Johnny Juzang;UTA;23;20;5;15;17.1;109.4;119.6;-10.2;9.6;2.00;14.5;3.0;9.8;6.4;7.2;52.2;54.3;16.4;100.39;5.3;709
280;Lonzo Ball;CHI;27;9;3;6;17.0;121.8;113.3;8.5;22.5;5.17;37.8;1.2;14.4;7.9;7.3;51.2;54.2;13.2;109.51;9.2;354
281;Donovan Clingan;POR;20;19;7;12;17.0;103.2;109.8;-6.6;4.7;0.43;7.5;16.1;20.2;18.1;17.3;54.4;57.1;15.1;103.29;9.9;697
282;Pat Connaughton;MIL;31;15;5;10;17.0;107.0;109.6;-2.6;13.8;2.36;23.0;3.0;13.7;8.4;9.7;46.4;49.1;14.4;98.63;6.8;530
283;Maxi Kleber;DAL;32;14;11;3;17.0;123.2;109.0;14.2;3.7;0.80;17.0;2.8;14.1;8.9;21.3;38.5;41.9;6.9;102.29;1.8;501
284;Isaiah Wong;CHA;23;3;1;2;16.9;100.9;105.4;-4.5;27.6;2.00;21.6;9.4;15.4;12.0;10.8;45.0;53.4;22.1;106.44;12.0;113
285;Jonathan Mogbo;TOR;23;26;7;19;16.9;102.8;111.2;-8.4;15.0;2.00;22.8;11.4;14.4;12.8;11.4;50.4;54.7;14.1;102.21;9.8;932
286;Jonathan Isaac;ORL;27;22;14;8;16.8;100.3;102.0;-1.7;2.3;0.56;3.6;9.1;18.0;13.3;6.4;52.6;55.0;15.3;99.20;12.0;761
287;Isaiah Jackson;IND;22;5;1;4;16.8;112.5;107.1;5.4;7.9;1.00;12.5;12.6;16.8;14.9;12.5;60.9;60.0;16.4;105.29;9.5;184
288;Jae Crowder;SAC;34;5;2;3;16.8;110.3;109.1;1.3;6.0;1.33;15.4;6.0;11.8;8.9;11.5;44.1;50.9;11.0;100.29;4.6;174
289;Trayce Jackson-Davis;GSW;24;24;13;11;16.8;111.0;111.1;-0.1;17.2;2.67;22.7;9.5;16.6;13.1;8.5;60.5;60.9;16.6;102.68;11.8;863
290;Dalano Banton;POR;25;24;7;17;16.7;116.6;111.6;5.0;22.7;1.58;19.4;2.2;11.0;6.7;12.3;50.0;52.7;26.9;101.59;10.3;843
291;Noah Clowney;BKN;20;16;6;10;16.6;109.0;118.8;-9.9;6.1;0.83;7.4;5.1;14.7;9.4;8.8;52.4;54.8;20.1;98.69;6.1;547
292;Kevon Looney;GSW;28;23;13;10;16.6;107.6;103.4;4.2;15.9;2.87;24.7;16.6;24.4;20.2;8.6;53.5;53.3;13.5;102.60;12.4;816
293;Oso Ighodaro;PHX;22;20;9;11;16.6;110.9;108.2;2.7;8.3;1.58;19.8;7.1;15.4;11.4;12.5;61.7;63.9;10.0;98.70;7.9;680
294;Gary Harris;ORL;30;17;11;6;16.6;111.8;100.3;11.5;3.5;1.00;9.3;3.0;5.0;4.0;9.3;54.2;55.1;10.0;100.37;4.7;585
