,RANK_ID,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
20,19,Cade Cunningham,DET,22,34,3,31,35.1,109.7,119.6,-9.9,33.1,1.9,23.1,1.3,10.4,5.8,12.1,49.6,54.3,29.5,101.47,11.5,2521
21,19,Cedi Osman,SAS,28,34,5,29,18.4,106.2,123.1,-16.9,14.7,3.14,21.4,1.6,10.8,6.1,6.8,55.8,57.4,15.8,104.46,7.5,1366
22,19,Dario Saric,GSW,29,34,16,18,20.4,114.1,109.4,4.7,15.3,1.78,18.2,7.3,19.7,13.5,10.2,57.0,61.1,19.5,100.3,12.4,1453
23,19,DeMar DeRozan,CHI,34,34,14,20,36.5,111.0,116.2,-5.2,23.5,3.85,20.2,1.6,9.1,5.2,5.3,49.1,56.4,24.6,98.09,12.4,2536
24,19,Dennis Schroder,TOR,30,34,14,20,32.0,114.4,114.3,0.1,29.3,4.16,32.2,1.5,7.4,4.4,7.7,50.7,55.3,19.4,100.34,9.9,2278
25,19,"Derrick Jones Jr,",DAL,26,34,19,15,25.3,114.4,114.4,0.0,5.3,1.13,9.6,4.8,8.8,6.8,8.5,56.5,59.3,15.4,102.66,7.4,1842
26,19,Donte DiVincenzo,NYK,26,34,19,15,21.4,117.5,118.6,-1.1,12.5,1.86,16.9,3.3,10.7,6.9,9.1,62.4,63.5,17.7,101.27,9.5,1535
27,19,Franz Wagner,ORL,22,34,19,15,33.4,110.1,108.7,1.3,18.8,2.1,16.0,3.1,14.2,8.6,7.7,50.9,56.1,25.4,100.96,13.6,2387
28,19,Georges Niang,CLE,30,34,19,15,22.0,111.6,114.3,-2.6,7.4,1.38,11.8,1.7,14.0,8.0,8.5,50.6,52.0,17.1,99.44,5.8,1554
29,19,Giannis Antetokounmpo,MIL,29,34,24,10,35.0,121.5,113.8,7.6,27.4,1.6,17.5,7.6,23.2,15.8,11.0,62.0,65.0,32.2,104.07,19.5,2577
30,19,Isaiah Hartenstein,NYK,25,34,19,15,23.3,118.9,113.0,5.9,8.9,1.68,22.0,13.5,17.3,15.4,13.1,59.2,62.5,10.4,100.53,9.0,1663
31,19,"Jaime Jaquez Jr,",MIA,22,34,20,14,30.0,114.3,113.7,0.7,13.8,1.66,17.1,4.3,8.5,6.4,10.3,55.6,59.3,18.9,99.35,8.7,2107
32,19,Jakob Poeltl,TOR,28,34,14,20,26.5,110.8,113.6,-2.8,12.6,1.58,20.8,10.5,21.0,15.7,13.2,68.3,67.4,14.7,100.22,11.5,1884
33,19,Jalen Brunson,NYK,27,34,19,15,36.0,119.2,116.8,2.4,28.5,2.64,21.1,1.8,9.3,5.4,8.0,53.9,58.4,27.6,98.57,13.5,2519
34,19,"Jaren Jackson Jr,",MEM,24,34,11,23,31.7,104.8,111.3,-6.5,8.8,0.82,7.3,4.0,12.9,8.3,8.9,50.3,56.8,27.1,100.84,11.2,2259
35,19,Jeremy Sochan,SAS,20,34,5,29,29.2,104.6,118.2,-13.5,19.6,1.94,23.9,4.9,13.8,9.3,12.3,47.9,51.2,18.2,103.06,7.5,2123
36,19,Josh Hart,NYK,28,34,19,15,28.3,117.0,112.6,4.4,12.9,2.54,26.0,3.7,17.6,10.6,10.2,52.5,54.3,11.6,98.56,8.5,1971
37,19,Julius Randle,NYK,29,34,19,15,35.7,119.0,116.1,2.9,20.4,1.38,15.9,5.6,20.9,13.0,11.5,51.8,56.8,28.7,99.31,13.4,2517
38,19,Kentavious Caldwell-Pope,DEN,30,34,24,10,32.2,123.3,110.7,12.5,9.9,2.79,22.5,1.5,5.1,3.3,8.1,55.1,58.8,12.4,98.19,6.0,2244
39,19,Kevon Looney,GSW,27,34,16,18,20.8,113.2,117.3,-4.1,16.7,3.22,33.3,11.8,22.7,17.2,10.3,58.6,61.4,10.2,100.16,10.2,1475
40,19,Max Strus,CLE,27,34,19,15,34.6,114.6,109.1,5.5,15.0,2.32,21.0,2.2,11.9,7.1,9.0,52.0,53.9,17.8,99.65,7.9,2440
41,19,Moritz Wagner,ORL,26,34,19,15,18.3,115.0,112.6,2.3,10.5,0.91,11.4,8.5,14.9,11.7,12.5,63.2,66.6,21.5,100.39,12.7,1297
42,19,Paolo Banchero,ORL,21,34,19,15,34.5,110.8,112.0,-1.2,22.2,1.43,16.6,3.6,17.4,10.3,11.7,50.8,55.3,28.6,100.88,13.0,2463
43,19,Pascal Siakam,TOR,29,34,14,20,34.9,116.1,114.6,1.5,21.0,2.16,18.9,4.1,14.6,9.3,8.8,55.3,59.4,25.3,99.92,12.8,2471
44,19,Peyton Watson,DEN,21,34,24,10,17.7,109.7,108.9,0.8,8.0,1.75,13.8,3.0,10.9,7.1,7.9,58.0,60.0,15.5,100.8,8.4,1250
45,19,Royce O'Neale,BKN,30,34,15,19,25.9,112.7,113.5,-0.9,16.4,3.3,28.2,3.0,14.3,8.6,8.5,52.6,53.1,13.0,100.36,7.6,1847
46,19,Scottie Barnes,TOR,22,34,14,20,35.3,112.4,114.2,-1.8,24.4,2.43,22.2,6.9,18.3,12.5,9.1,54.8,58.2,23.8,101.29,14.4,2526
47,48,Anthony Davis,LAL,30,33,17,16,35.8,113.7,112.8,0.9,15.0,1.61,13.2,9.3,23.8,16.8,8.2,56.3,61.8,26.1,102.23,17.2,2517
48,48,Bennedict Mathurin,IND,21,33,19,14,25.3,117.3,120.2,-3.0,10.1,1.26,12.2,4.2,10.9,7.5,9.7,52.4,57.4,21.8,104.5,8.7,1824
49,48,Buddy Hield,IND,31,33,19,14,25.9,122.1,117.6,4.5,11.7,1.71,16.8,2.9,9.8,6.3,9.8,56.8,58.0,19.3,105.02,7.7,1874
50,48,Cason Wallace,OKC,20,33,23,10,21.6,116.4,110.7,5.7,9.1,3.19,21.1,2.5,6.9,4.9,6.6,64.2,65.7,11.7,101.31,6.9,1494
51,48,Chet Holmgren,OKC,21,33,23,10,29.8,119.4,109.4,10.0,11.8,1.43,14.7,5.5,17.7,12.2,10.3,61.7,65.4,21.3,103.8,13.5,2117
52,48,Cole Anthony,ORL,23,33,19,14,24.9,113.9,113.5,0.3,21.3,1.95,19.8,4.5,13.3,8.9,10.2,50.9,57.0,23.8,99.39,11.5,1708
53,48,Damian Lillard,MIL,33,33,25,8,35.3,121.6,115.4,6.2,26.5,2.59,22.8,1.7,9.8,5.9,8.8,52.1,61.1,26.8,104.27,13.5,2534
54,48,Dejounte Murray,ATL,27,33,14,19,34.5,118.3,119.2,-1.0,21.7,2.42,20.2,2.2,11.2,6.5,8.4,53.0,55.9,23.8,103.03,11.1,2446
55,48,Deni Avdija,WAS,23,33,6,27,26.9,111.6,120.0,-8.4,18.6,2.54,25.1,4.1,17.0,10.6,9.9,53.9,57.0,17.6,105.44,9.9,1949
56,48,Desmond Bane,MEM,25,33,11,22,34.6,107.3,114.5,-7.2,26.2,1.88,18.3,2.4,10.3,6.2,9.8,56.4,59.5,27.9,100.23,13.3,2392
57,48,Domantas Sabonis,SAC,27,33,20,13,35.0,114.9,115.0,-0.1,32.6,2.35,28.8,9.4,27.9,18.2,12.3,60.5,62.7,22.6,100.31,16.3,2414
58,48,Harrison Barnes,SAC,31,33,20,13,30.0,115.2,115.6,-0.4,5.7,1.79,12.1,2.6,7.6,4.9,6.8,59.3,63.4,13.3,101.48,6.9,2092
59,48,Isaiah Joe,OKC,24,33,23,10,19.6,119.7,106.8,12.9,6.9,1.7,11.6,1.1,9.7,5.6,6.8,61.2,63.2,16.5,104.27,9.1,1417
60,48,Ivica Zubac,LAC,26,33,21,12,26.9,119.2,110.8,8.4,6.2,1.03,10.2,12.4,22.6,17.8,9.9,64.2,65.1,16.7,97.96,11.9,1816
61,48,Jabari Walker,POR,21,33,9,24,18.9,110.8,114.5,-3.7,6.1,0.9,9.1,8.5,20.3,13.9,10.2,52.6,57.6,16.7,100.16,10.0,1298
62,48,Jonathan Kuminga,GSW,21,33,15,18,22.1,116.4,114.6,1.8,9.7,1.04,10.3,5.7,12.5,9.1,9.8,54.4,57.9,23.4,101.42,9.3,1546
63,48,Julian Strawther,DEN,21,33,22,11,13.9,105.6,116.4,-10.8,11.3,2.4,14.6,0.8,9.4,5.0,6.1,48.4,50.0,18.7,101.37,5.9,971
64,48,Kelly Olynyk,UTA,32,33,15,18,21.9,113.9,115.9,-2.1,28.9,2.67,37.8,6.7,17.3,12.1,14.1,63.1,67.8,14.4,101.75,12.0,1528
65,48,Klay Thompson,GSW,33,33,15,18,30.2,117.4,119.7,-2.3,10.4,1.29,11.6,1.6,10.4,5.9,9.0,53.7,56.8,22.5,101.04,8.3,2102
66,48,Kyle Anderson,MIN,30,33,24,9,22.9,107.5,105.9,1.6,24.5,2.49,32.3,3.0,11.9,7.6,13.0,46.5,50.7,14.6,102.28,9.2,1602
67,48,Kyle Kuzma,WAS,28,33,6,27,31.0,111.1,124.2,-13.1,21.0,1.66,15.7,2.8,15.7,9.3,9.5,53.4,55.8,30.7,105.05,11.5,2239
68,48,Malaki Branham,SAS,20,33,5,28,22.3,107.3,121.8,-14.5,15.4,1.88,19.9,1.4,8.1,4.7,10.5,49.8,51.5,18.4,103.64,6.0,1593
69,48,Malik Beasley,MIL,27,33,23,10,29.6,120.2,113.4,6.8,5.7,2.1,12.4,2.2,10.5,6.7,5.9,65.8,66.0,13.2,104.34,7.5,2123
70,48,Matisse Thybulle,POR,26,33,9,24,23.8,109.3,114.5,-5.2,6.3,1.85,16.4,1.9,7.3,4.5,8.8,58.8,59.7,10.0,100.42,6.7,1646
71,48,Mike Conley,MIN,36,33,24,9,29.3,114.1,106.5,7.6,29.8,5.89,38.7,1.3,7.8,4.7,6.6,60.5,63.9,14.5,98.67,11.9,1994
72,48,Naz Reid,MIN,24,33,24,9,22.1,109.7,106.6,3.1,7.2,0.73,8.1,4.4,15.1,9.9,11.1,59.9,62.6,21.3,100.84,11.8,1540
73,48,Nickeil Alexander-Walker,MIN,25,33,24,9,22.5,110.1,107.5,2.6,14.8,2.47,25.9,1.8,5.4,3.7,10.5,53.7,54.8,12.9,101.4,5.8,1565
74,48,Norman Powell,LAC,30,33,21,12,25.6,116.0,111.9,4.1,5.8,1.03,8.5,0.6,8.0,4.4,8.2,61.6,65.4,18.2,101.12,9.1,1782
75,48,Obi Toppin,IND,25,33,19,14,24.0,121.6,122.3,-0.7,7.4,1.88,13.2,4.7,12.5,8.6,7.0,65.9,67.5,15.8,105.95,8.9,1745
76,48,Paul Reed,PHI,24,33,23,10,15.1,116.9,107.2,9.7,11.1,1.41,18.9,11.6,18.3,14.8,13.4,58.1,60.2,14.7,99.84,9.8,1033
77,48,Payton Pritchard,BOS,25,33,26,7,20.7,121.8,112.0,9.9,19.6,5.61,29.6,4.7,10.3,7.5,5.3,54.0,54.8,14.9,97.27,8.8,1374
78,48,Rudy Gobert,MIN,31,33,24,9,32.4,114.3,105.8,8.5,5.2,0.75,9.4,11.3,24.0,18.1,12.5,62.0,64.1,15.3,98.39,12.7,2186
79,48,Russell Westbrook,LAC,35,33,21,12,23.8,114.7,112.3,2.4,27.7,1.97,25.9,6.8,19.1,13.1,13.1,49.7,51.9,23.0,101.76,12.1,1659
80,48,Saddiq Bey,ATL,24,33,14,19,32.3,121.4,118.1,3.3,5.1,1.22,9.7,6.8,13.4,10.0,7.9,53.2,56.4,15.2,103.31,7.8,2297
81,48,Sam Hauser,BOS,26,33,26,7,22.3,117.9,109.8,8.0,6.2,2.06,12.3,3.3,11.5,7.4,6.0,63.6,64.1,13.4,98.66,8.1,1512
82,48,Simone Fontecchio,UTA,28,33,15,18,21.8,111.6,115.9,-4.3,7.9,1.25,12.4,4.1,9.8,6.9,9.9,59.7,61.5,15.9,102.35,7.5,1547
83,48,Spencer Dinwiddie,BKN,30,33,14,19,31.4,116.1,116.6,-0.5,28.0,4.1,30.6,1.9,9.7,5.7,7.5,47.4,52.3,19.5,99.57,9.6,2153
84,48,Taurean Prince,LAL,29,33,16,17,30.8,112.0,113.0,-1.0,7.7,1.85,16.2,0.9,8.0,4.5,8.8,55.7,56.9,13.1,101.96,5.2,2164
85,48,Tobias Harris,PHI,31,33,23,10,34.0,121.6,111.3,10.3,12.3,1.85,16.0,3.0,14.7,9.0,8.7,56.0,60.3,19.6,101.11,11.1,2359
86,48,Tyus Jones,WAS,27,33,6,27,27.7,111.2,124.8,-13.6,25.6,6.85,33.0,0.9,9.4,5.1,4.8,60.6,61.4,16.2,105.32,11.3,2012
87,88,Alperen Sengun,HOU,21,32,17,15,32.0,116.7,110.7,6.0,26.8,2.11,20.5,8.3,19.0,13.8,9.7,56.9,60.4,27.4,97.99,16.4,2090
88,88,Anthony Black,ORL,19,32,18,14,20.7,108.4,107.7,0.7,11.7,1.71,24.4,3.1,9.4,6.3,14.3,57.2,58.7,11.2,102.8,5.7,1414
89,88,Bilal Coulibaly,WAS,19,32,6,26,26.3,109.0,119.5,-10.5,9.0,1.21,17.3,2.8,12.6,7.7,14.2,57.9,59.4,13.7,103.95,6.5,1824
90,88,Brandon Ingram,NOP,26,32,19,13,33.7,116.9,112.1,4.8,25.0,2.12,20.1,2.0,12.3,7.2,9.5,54.6,59.1,27.7,99.52,13.3,2232
91,88,Clint Capela,ATL,29,32,14,18,26.3,116.4,117.4,-1.0,6.1,1.27,10.0,16.7,22.1,19.2,7.9,59.2,61.6,16.0,103.2,12.3,1803
92,88,Corey Kispert,WAS,24,32,6,26,22.4,109.9,121.9,-12.0,9.7,1.71,12.7,1.5,7.5,4.5,7.4,58.7,61.1,19.2,104.31,7.4,1563
93,88,D'Angelo Russell,LAL,27,32,17,15,29.1,114.2,113.0,1.1,28.9,3.44,29.6,1.0,8.6,4.9,8.6,54.9,57.3,21.2,102.63,10.4,1998
94,88,David Roddy,MEM,22,32,9,23,22.0,106.1,113.1,-7.0,7.8,1.39,12.5,3.7,12.6,8.0,9.0,46.7,49.0,16.4,101.2,6.5,1488
95,88,Dorian Finney-Smith,BKN,30,32,14,18,28.8,112.7,115.5,-2.8,6.1,1.6,11.7,6.2,9.9,8.0,7.3,56.6,57.1,13.7,99.23,6.6,1900
96,88,Duncan Robinson,MIA,29,32,20,12,29.2,114.5,111.0,3.5,15.8,2.54,19.8,1.0,8.2,4.7,7.8,61.9,64.2,18.5,99.23,9.3,1929
97,88,Dwight Powell,DAL,32,32,18,14,14.5,118.0,117.7,0.3,12.1,3.38,29.1,10.0,13.1,11.5,8.6,74.3,78.4,9.5,103.7,9.1,1000
98,88,Grant Williams,DAL,25,32,17,15,27.9,113.1,117.8,-4.7,7.8,1.71,16.1,3.5,9.5,6.4,9.4,54.6,55.8,13.0,101.4,4.7,1884
99,88,Herbert Jones,NOP,25,32,21,11,29.7,115.0,111.4,3.6,11.1,1.88,19.6,4.1,8.7,6.5,10.4,54.7,59.7,14.8,100.46,7.4,1978
100,88,Immanuel Quickley,TOR,24,32,18,14,24.4,117.5,109.0,8.5,15.9,2.56,15.7,0.6,10.2,5.4,6.1,54.8,59.6,23.7,99.27,12.0,1615
101,88,Jalen Green,HOU,21,32,17,15,30.2,112.7,113.1,-0.4,15.5,1.39,14.3,1.1,13.2,7.3,10.3,48.2,53.5,26.4,98.95,10.2,1996
102,88,Jordan Poole,WAS,24,32,6,26,29.1,109.1,125.2,-16.2,17.8,1.43,16.5,1.5,6.6,4.0,11.5,48.1,52.5,26.4,105.34,6.5,2046
103,88,Josh Giddey,OKC,21,32,23,9,25.2,117.8,111.9,5.9,23.4,1.76,23.8,6.1,16.1,11.4,13.5,50.1,52.1,23.3,103.78,10.8,1746
104,88,Jusuf Nurkic,PHX,29,32,18,14,27.9,119.5,112.2,7.3,17.5,1.73,21.0,10.5,26.2,18.6,12.2,51.8,56.2,20.4,98.57,12.4,1842
105,88,Karl-Anthony Towns,MIN,28,32,23,9,32.9,115.1,108.7,6.3,13.8,0.98,12.6,5.3,22.1,14.1,12.8,56.6,61.9,26.4,99.11,14.2,2170
106,88,Keldon Johnson,SAS,24,32,5,27,32.4,108.0,117.5,-9.5,17.5,2.2,18.1,3.8,15.0,9.3,8.3,52.4,56.0,21.9,104.29,10.3,2249
107,88,Kevin Huerter,SAC,25,32,19,13,23.7,116.2,113.2,3.0,14.4,3.95,20.0,2.3,13.7,7.8,5.1,51.9,53.6,17.8,100.4,8.0,1585
108,88,LeBron James,LAL,39,32,15,17,34.3,113.4,111.9,1.5,34.8,2.29,24.3,2.6,17.8,10.5,10.6,59.0,62.2,28.7,101.27,17.5,2319
109,88,Luguentz Dort,OKC,24,32,22,10,28.8,119.3,112.7,6.6,5.8,1.63,12.1,4.8,8.8,6.9,7.4,56.7,60.7,14.7,103.61,6.4,1984
110,88,Luka Doncic,DAL,24,32,20,12,36.7,119.4,116.5,2.9,42.8,2.32,23.0,2.0,19.9,10.9,9.9,57.2,61.6,35.7,101.02,19.9,2478
111,88,Malik Monk,SAC,25,32,20,12,25.4,116.5,114.6,1.8,30.1,2.43,26.8,1.5,8.8,5.1,11.0,56.9,60.8,23.1,102.4,11.7,1735
112,88,Myles Turner,IND,27,32,19,13,27.6,124.9,118.2,6.8,5.4,0.82,7.1,6.3,19.9,13.3,8.7,58.9,63.8,22.7,103.6,11.5,1905
113,88,Onyeka Okongwu,ATL,23,32,13,19,24.5,120.7,119.0,1.6,7.7,1.88,15.0,9.8,17.7,13.7,8.0,61.4,66.0,13.3,103.24,9.6,1679
114,88,Patrick Beverley,PHI,35,32,22,10,17.3,112.0,103.6,8.4,18.0,3.27,30.5,3.7,11.0,7.4,9.3,52.0,55.7,12.3,99.86,8.3,1145
115,88,Shai Gilgeous-Alexander,OKC,25,32,23,9,34.8,122.4,109.6,12.8,29.1,3.36,19.7,2.4,13.3,8.2,5.8,57.4,64.3,31.4,103.48,20.2,2398
116,88,Stephen Curry,GSW,35,32,16,16,33.6,116.3,118.4,-2.2,22.5,1.51,15.9,1.5,11.3,6.3,10.5,58.3,63.7,29.9,101.3,14.4,2275
117,88,"Tim Hardaway Jr,",DAL,31,32,19,13,28.8,118.5,118.4,0.1,8.2,2.08,9.1,1.0,11.5,6.2,4.4,52.0,55.5,23.6,102.43,9.2,1973
118,88,Toumani Camara,POR,23,32,9,23,24.9,108.1,114.5,-6.4,5.3,0.83,10.3,7.2,12.0,9.4,12.4,47.8,50.4,13.4,100.47,5.0,1659
119,88,Tyrese Maxey,PHI,23,32,23,9,37.1,123.2,110.3,12.9,25.5,4.29,21.8,1.5,8.3,4.9,5.1,54.0,59.1,26.1,100.3,13.3,2480
120,88,Ziaire Williams,MEM,22,32,11,21,18.4,101.1,113.6,-12.6,11.6,1.11,13.6,2.9,15.5,9.0,12.3,47.6,51.5,19.0,101.07,7.6,1233
121,122,Aaron Nesmith,IND,24,31,18,13,25.4,120.2,119.7,0.5,5.2,1.18,10.0,3.4,9.4,6.5,8.5,65.8,66.9,15.5,104.19,7.1,1703
122,122,Aaron Wiggins,OKC,25,31,22,9,12.4,115.8,107.5,8.3,8.8,1.41,15.5,5.6,12.6,9.4,11.0,67.3,69.1,14.9,99.91,9.8,791
123,122,Bogdan Bogdanovic,ATL,31,31,13,18,28.5,120.7,116.3,4.3,13.8,2.83,14.6,1.6,9.8,5.6,5.1,55.7,58.1,22.7,102.73,9.8,1902
124,122,Chris Boucher,TOR,30,31,12,19,13.8,116.0,113.4,2.5,3.5,0.85,6.1,7.6,18.6,13.0,7.2,53.7,58.6,16.5,98.33,9.1,871
125,122,Chris Paul,GSW,38,31,15,16,27.7,115.9,112.1,3.8,34.6,6.11,43.5,1.1,11.6,6.4,7.1,50.6,53.9,14.1,100.49,11.3,1804
126,122,De'Anthony Melton,PHI,25,31,21,10,29.4,123.0,112.4,10.6,14.1,2.78,20.8,2.7,10.9,6.8,7.5,50.3,54.3,17.3,101.72,7.9,1934
127,122,Doug McDermott,SAS,32,31,5,26,15.9,108.5,123.7,-15.2,11.2,2.53,20.7,0.8,5.2,3.0,8.2,61.3,61.8,13.8,103.76,5.5,1077
128,122,Fred VanVleet,HOU,29,31,17,14,37.4,115.2,109.1,6.2,32.8,4.84,33.5,0.8,9.3,5.1,6.9,52.0,56.4,19.6,98.05,12.6,2370
129,122,"Gary Trent Jr,",TOR,24,31,13,18,25.9,115.2,115.4,-0.2,8.6,2.55,12.6,1.0,8.0,4.4,5.0,50.5,51.8,18.4,100.2,6.6,1672
130,122,Goga Bitadze,ORL,24,31,17,14,20.8,116.4,109.7,6.6,10.6,1.89,20.1,11.0,18.1,14.5,10.6,61.7,64.7,13.1,99.93,11.8,1338
